,location,size,total_sqft,price
7247,Yelahanka,2,1390.0,70.21
7249,Kenchenahalli,3,1280.0,69.0
7252,Kasturi Nagar,2,1000.0,58.0
7253,Marathahalli,2,1196.0,57.9
7254,Sarjapur  Road,3,1220.0,57.0
7255,Ambalipura,2,950.0,31.95
7257,other,2,1141.0,55.0
7258,5th Phase JP Nagar,2,1200.0,51.0
7259,Kasavanhalli,3,1380.0,55.0
7260,Doddathoguru,2,855.0,32.0
7262,Chandapura,2,922.0,36.0
7263,other,2,1200.0,43.2
7265,7th Phase JP Nagar,2,1070.0,42.0
7266,other,2,1293.0,75.0
7267,R.T. Nagar,3,1380.0,50.0
7268,Yelahanka New Town,3,1599.0,80.0
7269,Nehru Nagar,2,967.0,41.1
7270,other,3,1885.0,90.0
7271,other,2,860.0,65.5
7272,Yelahanka,1,1075.0,19.5
7273,Sarjapur  Road,2,1050.0,63.5
7274,Marathahalli,3,1595.0,88.0
7275,Sarjapur  Road,2,1350.0,102.0
7276,Hebbal,2,1204.0,45.0
7278,Sarjapur  Road,2,1035.0,49.0
7279,other,2,1000.0,29.95
7280,Sarjapur  Road,3,1457.0,85.0
7282,Bannerghatta,2,1100.0,66.0
7283,Whitefield,3,1655.0,120.0
7284,Kanakpura Road,3,1691.2,115.0
7285,Ramagondanahalli,2,1215.0,46.1
7286,Kanakpura Road,2,1155.0,50.125
7287,Hoodi,3,1639.0,129.0
7288,Sarjapur  Road,3,1685.0,135.0
7290,Hormavu,2,1100.0,38.0
7291,Marathahalli,3,2122.0,125.0
7292,other,2,1050.0,47.0
7293,Kengeri,2,1230.0,45.0
7294,5th Phase JP Nagar,3,1240.0,60.0
7295,Electronic City Phase II,3,1252.0,65.0
7296,other,3,1374.0,88.0
7297,8th Phase JP Nagar,1,500.0,30.0
7300,Banashankari,2,1040.0,45.0
7301,Sarjapur  Road,2,1350.0,68.0
7303,Hennur,3,2400.0,135.0
7304,Haralur Road,3,1560.0,90.0
7305,Anandapura,2,1151.0,43.16
7306,Uttarahalli,3,1360.0,47.59
7307,other,2,1250.0,60.0
7308,Chandapura,3,1110.0,29.97
7309,Hennur Road,2,1015.0,50.0
7310,Kadugodi,3,1351.0,78.0
7311,Yelahanka New Town,2,960.0,50.0
7312,other,2,1110.0,52.0
7313,R.T. Nagar,3,1680.0,72.0
7314,Arekere,3,2400.0,180.0
7316,other,3,1350.0,48.6
7317,Horamavu Banaswadi,2,1254.0,47.0
7318,Haralur Road,3,1255.0,115.0
7319,CV Raman Nagar,2,1051.0,61.0
7321,Uttarahalli,2,1099.0,65.0
7323,other,4,2000.0,160.0
7324,Yeshwanthpur,2,1541.0,130.0
7326,Whitefield,2,1125.0,45.0
7327,Vittasandra,3,1650.0,85.0
7328,other,1,834.0,62.0
7329,Gollarapalya Hosahalli,3,1320.0,60.0
7330,Malleshpalya,3,1200.0,149.0
7332,Mysore Road,3,1500.0,74.0
7335,other,1,600.0,52.0
7336,Whitefield,2,1180.0,70.0
7337,Kadugodi,2,1010.0,50.0
7338,Channasandra,2,1070.0,38.0
7339,Choodasandra,3,1580.0,105.0
7341,Green Glen Layout,3,2000.0,165.0
7343,Sanjay nagar,3,1200.0,76.0
7344,Kalena Agrahara,2,1040.0,45.0
7345,Hulimavu,3,1430.0,90.0
7347,Domlur,1,650.0,70.0
7348,Thanisandra,3,1564.0,105.0
7349,other,3,800.0,52.0
7350,Hormavu,2,750.0,58.0
7351,Kasavanhalli,2,1200.0,60.0
7353,Begur Road,2,1200.0,44.4
7354,other,4,2000.0,135.0
7357,Yelahanka,3,1650.0,105.0
7358,1st Block Jayanagar,2,1235.0,148.0
7359,Yelahanka,2,1200.0,55.0
7361,Kengeri Satellite Town,2,985.0,42.0
7362,Ramagondanahalli,3,1475.0,63.0
7364,Sarjapur  Road,3,1157.0,53.99
7365,other,2,900.0,35.0
7366,Gottigere,4,2500.0,120.0
7367,GM Palaya,2,1030.0,60.0
7368,other,2,1000.0,46.0
7372,Kudlu,3,1570.0,65.94
7373,Kanakapura,2,1283.0,68.0
7374,Electronic City Phase II,3,875.0,40.0
7375,other,2,1200.0,52.0
7377,Konanakunte,3,2400.0,180.0
7380,Yelahanka,2,990.0,37.62
7382,other,2,1280.0,90.0
7384,other,2,1190.0,55.0
7385,Yelachenahalli,2,1100.0,60.0
7386,other,3,2075.0,175.0
7387,Harlur,2,1133.0,55.0
7388,Somasundara Palya,4,2400.0,140.0
7389,Whitefield,2,1280.0,69.0
7390,Horamavu Agara,3,1250.0,65.0
7391,Begur Road,3,1565.0,49.3
7392,other,3,1900.0,65.0
7393,Munnekollal,2,1080.0,45.0
7394,Battarahalli,1,600.0,47.0
7395,other,3,1240.0,180.0
7396,HRBR Layout,3,1335.0,87.0
7399,Sarjapur  Road,3,1385.0,55.0
7400,other,3,1578.0,73.9
7402,Sarjapur  Road,3,1700.0,79.9
7403,other,4,1050.0,90.0
7404,Vidyaranyapura,2,1120.0,70.0
7405,Electronic City,1,435.0,22.0
7406,Magadi Road,2,1116.0,51.89
7407,Old Madras Road,3,1480.0,95.0
7408,Hormavu,2,1000.0,50.0
7409,HSR Layout,2,1145.0,46.0
7410,Bommasandra,2,800.0,32.0
7411,Thanisandra,2,1265.0,83.0
7412,Devanahalli,3,1700.0,88.2
7413,other,2,1475.0,70.0
7414,BTM 2nd Stage,2,1265.0,55.0
7417,Brookefield,2,1080.0,50.0
7418,Whitefield,3,2023.0,130.0
7419,other,2,2400.0,125.0
7420,Kadubeesanahalli,3,1545.0,66.0
7421,Kalena Agrahara,3,1804.0,166.0
7423,6th Phase JP Nagar,3,1350.0,58.0
7424,Hoodi,2,1108.0,74.23
7425,Marathahalli,3,1730.0,115.0
7426,other,3,1427.0,70.0
7427,Yelahanka,2,935.0,35.53
7428,Sarjapura - Attibele Road,2,1073.0,31.77
7429,Ananth Nagar,2,960.0,37.0
7430,Thigalarapalya,3,2215.0,150.0
7431,Electronic City Phase II,2,1125.0,32.49
7432,Brookefield,2,1230.0,55.0
7433,Mahadevpura,2,1438.0,89.0
7434,7th Phase JP Nagar,2,1080.0,75.0
7435,Hebbal Kempapura,3,1200.0,125.0
7436,Marathahalli,2,1200.0,103.0
7437,Uttarahalli,3,1590.0,58.0
7438,other,3,1350.0,68.0
7439,Raja Rajeshwari Nagar,3,1400.0,48.0
7440,Kaggadasapura,3,1560.0,72.0
7441,Mallasandra,4,1810.0,57.0
7442,other,3,2274.24,160.0
7443,Sonnenahalli,3,1484.0,74.18
7445,other,3,1455.0,55.0
7446,Thanisandra,3,2280.0,184.0
7449,Bharathi Nagar,2,1351.0,74.0
7450,Kanakpura Road,3,1223.0,42.81
7451,KR Puram,3,1430.0,61.0
7455,Giri Nagar,4,1120.0,175.0
7456,Sarjapur  Road,2,984.0,55.0
7457,Jalahalli,3,1770.0,100.0
7458,other,2,900.0,105.0
7461,Margondanahalli,2,1140.0,60.0
7462,Bommanahalli,2,1170.0,34.0
7465,other,3,1570.0,80.0
7466,other,3,1495.0,65.0
7467,Hoodi,3,1530.0,67.0
7469,Gunjur,3,1800.0,70.0
7470,Bellandur,2,1088.0,48.0
7471,Hosa Road,3,1533.0,98.18
7472,Rachenahalli,2,1100.0,68.0
7473,Thubarahalli,3,1540.0,90.0
7474,Hebbal,2,1244.0,48.0
7475,Hosa Road,2,1040.0,68.59
7477,Begur Road,2,1260.0,39.69
7479,Thigalarapalya,2,1245.0,100.0
7480,other,3,1350.0,75.0
7482,other,1,470.0,10.0
7483,Vijayanagar,2,920.0,60.0
7485,Sarjapur,2,1124.0,30.35
7486,Yelahanka New Town,4,2095.0,109.0
7487,Begur Road,2,1100.0,71.42
7488,Vijayanagar,2,1019.0,58.0
7489,Harlur,3,1756.0,128.0
7490,Bommasandra,3,1280.0,50.0
7491,Kenchenahalli,4,1200.0,125.0
7492,Indira Nagar,3,1700.0,150.0
7493,Whitefield,3,2134.0,118.0
7494,Hosa Road,2,1369.1,98.0
7495,Subramanyapura,3,600.0,69.0
7496,other,3,1313.0,150.0
7497,other,3,2515.0,155.0
7498,Thigalarapalya,3,2215.0,154.0
7499,other,3,1440.0,72.0
7500,Hennur Road,3,1186.0,55.33
7502,Hebbal,3,1800.0,140.0
7503,Kudlu,3,1600.0,79.0
7504,GM Palaya,2,1000.0,35.0
7507,Binny Pete,3,1740.0,150.0
7508,Malleshwaram,2,900.0,90.0
7509,Benson Town,2,1567.0,140.0
7510,Kambipura,3,1082.0,45.5
7511,Nagarbhavi,2,1050.0,80.0
7512,other,2,1200.0,56.0
7513,Begur,3,3500.0,185.0
7514,Dasarahalli,2,1220.0,52.0
7515,Binny Pete,3,1970.0,164.0
7517,Kanakapura,4,2130.0,120.0
7518,Harlur,3,1749.0,120.0
7519,Subramanyapura,2,1260.0,108.0
7521,6th Phase JP Nagar,2,1170.0,120.0
7522,other,3,1670.0,75.0
7523,Hennur Road,3,2264.0,168.0
7525,Begur,2,1100.0,55.0
7526,Chandapura,2,674.0,19.9
7527,Koramangala,2,1320.0,160.0
7528,Vishveshwarya Layout,4,600.0,85.0
7529,Electronics City Phase 1,2,1125.0,65.0
7530,Nagavara,2,1125.0,44.5
7531,other,2,700.0,29.0
7532,BTM Layout,3,1300.0,75.0
7533,JP Nagar,3,1600.0,83.0
7534,Magadi Road,3,1052.0,60.0
7535,other,4,1140.0,145.0
7536,Devarachikkanahalli,2,1130.0,36.0
7539,Electronic City,3,1500.0,63.0
7541,Gottigere,3,1230.0,52.0
7542,Haralur Road,3,1520.0,85.0
7543,Kanakpura Road,1,525.0,26.25
7544,Hosa Road,2,1040.0,61.0
7545,other,3,1300.0,67.0
7547,Domlur,1,780.0,70.0
7548,Panathur,2,1140.0,51.2
7549,Chandapura,3,1225.0,33.08
7550,Nagavarapalya,1,646.0,25.84
7551,Cox Town,3,1600.0,150.0
7552,Kadugodi,3,1890.0,125.0
7555,Whitefield,3,1458.0,62.0
7557,Green Glen Layout,3,1970.0,160.0
7558,Whitefield,3,1808.0,80.0
7559,Balagere,2,1007.0,67.0
7560,Doddathoguru,2,1105.0,50.0
7561,Lakshminarayana Pura,3,1700.0,150.0
7562,Raja Rajeshwari Nagar,2,1170.0,50.0
7563,Chandapura,2,1080.0,45.0
7564,Kaggalipura,3,1150.0,62.0
7565,Ramamurthy Nagar,2,1200.0,57.9
7567,Kudlu Gate,3,1656.0,75.0
7568,other,4,600.0,87.0
7569,KR Puram,2,1040.0,50.0
7570,Hosur Road,2,1085.0,33.7
7571,other,3,1215.0,49.75
7572,NRI Layout,4,2150.0,115.0
7573,Hoodi,4,1100.0,120.0
7574,Panathur,2,1210.0,77.0
7575,other,2,1050.0,55.0
7576,other,3,600.0,70.0
7579,Mysore Road,2,947.55,80.0
7580,Malleshpalya,2,1421.0,90.0
7582,Old Madras Road,3,1425.0,74.31
7583,Budigere,2,1162.0,58.0
7584,Whitefield,1,905.0,60.0
7585,Sarjapur  Road,2,914.0,32.0
7586,other,2,1258.0,58.0
7591,Whitefield,3,1537.0,70.0
7592,Chikkalasandra,3,1230.0,53.51
7595,Hosur Road,4,2000.0,69.0
7599,Anjanapura,2,950.0,32.0
7601,Yelahanka,3,1282.0,48.72
7602,Banashankari Stage III,2,1304.0,111.0
7604,Jakkur,3,1220.0,49.0
7606,7th Phase JP Nagar,3,1415.0,65.0
7608,Green Glen Layout,3,1728.0,125.0
7610,other,2,1235.0,140.0
7613,Kasavanhalli,2,1495.0,83.0
7615,Yeshwanthpur,3,2501.0,138.0
7616,Kanakpura Road,1,381.0,28.0
7618,Hennur Road,3,2002.0,120.0
7620,Banjara Layout,2,1200.0,70.0
7622,Bommasandra,3,1942.0,90.0
7624,Thyagaraja Nagar,1,660.0,95.0
7626,other,3,1450.0,90.0
7627,Electronic City,2,1039.0,50.0
7628,Old Madras Road,2,1210.0,80.0
7629,Attibele,2,995.0,24.88
7630,Yelahanka,3,1620.0,90.0
7633,Marathahalli,2,1314.0,55.0
7634,Bisuvanahalli,2,945.0,33.0
7635,Nehru Nagar,3,1374.0,72.0
7636,Kanakpura Road,3,1603.0,113.0
7637,Kengeri,3,1230.0,52.0
7638,Basavangudi,1,670.0,50.0
7639,Sarjapur  Road,4,1864.0,105.0
7640,Hosa Road,3,2500.0,100.0
7641,Raja Rajeshwari Nagar,3,1625.0,54.0
7642,Whitefield,2,1186.0,55.0
7644,Electronic City,2,770.0,39.9
7645,Varthur,2,1085.0,45.0
7647,other,3,1893.0,115.0
7649,Kundalahalli,3,1496.0,78.0
7651,Electronics City Phase 1,3,1550.0,82.0
7652,Marathahalli,3,1200.0,58.17
7654,Electronic City Phase II,2,1286.0,69.0
7655,other,3,600.0,100.0
7656,Hebbal,3,1860.0,95.0
7658,Haralur Road,2,1243.0,45.0
7659,Brookefield,2,1200.0,75.0
7660,Sarjapur,2,1044.0,32.0
7661,7th Phase JP Nagar,2,1040.0,41.59
7662,8th Phase JP Nagar,2,1125.0,36.94
7664,Subramanyapura,3,1278.0,59.0
7666,other,2,1250.0,43.0
7669,Lakshminarayana Pura,2,1210.0,75.0
7670,8th Phase JP Nagar,4,1200.0,110.0
7671,Sarjapur  Road,3,1157.0,57.84
7672,Raja Rajeshwari Nagar,2,1185.0,51.15
7673,Kalena Agrahara,3,1450.0,100.0
7674,Old Madras Road,3,1859.0,121.0
7676,Attibele,2,900.0,25.0
7677,Ramamurthy Nagar,3,1305.0,60.0
7678,other,3,1200.0,100.0
7679,Thanisandra,1,784.0,35.285
7681,Sarjapur  Road,2,1150.0,36.8
7682,Whitefield,3,1806.0,85.0
7683,Kudlu,2,1027.0,42.0
7684,Uttarahalli,2,1002.0,40.08
7685,Electronic City Phase II,3,1220.0,36.21
7686,Whitefield,2,1109.0,35.22
7689,Hennur Road,2,1232.0,69.6
7691,Kalyan nagar,2,1250.0,65.0
7693,KR Puram,4,960.0,80.0
7694,Raja Rajeshwari Nagar,2,1255.0,53.87
7695,Akshaya Nagar,3,1434.0,84.0
7696,Doddathoguru,2,925.0,30.0
7697,Jakkur,3,1858.0,123.0
7698,other,2,1205.0,70.0
7699,other,3,1500.0,90.0
7702,Thanisandra,2,965.0,56.0
7705,Battarahalli,2,1636.0,82.89
7707,Whitefield,2,1216.0,67.0
7708,Yelahanka,1,654.0,36.25
7710,other,2,1190.0,41.0
7712,Budigere,3,1636.0,92.0
7713,Hennur Road,2,1195.0,73.0
7715,other,2,1250.0,67.0
7716,Whitefield,3,1452.0,90.0
7717,Thanisandra,3,1546.0,95.0
7720,other,2,2260.0,80.0
7721,other,4,2700.0,90.0
7722,Indira Nagar,2,1475.0,171.0
7723,JP Nagar,4,3000.0,150.0
7724,other,1,375.0,26.0
7725,Balagere,2,1007.0,66.0
7728,Hennur Road,2,1020.0,47.0
7729,other,2,1000.0,150.0
7730,other,2,800.0,59.5
7732,Marathahalli,2,1125.0,55.0
7734,other,3,909.0,43.0
7736,other,2,1400.0,85.0
7737,Kadugodi,2,1152.0,61.0
7738,Subramanyapura,2,958.0,34.49
7741,Bellandur,2,1310.0,85.0
7742,Hosur Road,3,1590.0,126.0
7743,Green Glen Layout,3,1645.0,110.0
7744,other,3,1800.0,100.0
7745,Thanisandra,3,1795.0,150.0
7747,Thanisandra,1,777.0,38.535
7748,other,2,925.0,70.0
7749,Basavangudi,3,1542.14,120.0
7751,Thanisandra,3,1430.0,54.0
7752,Bommanahalli,2,1020.0,55.0
7753,other,4,750.0,42.0
7754,Electronic City Phase II,2,1140.0,32.92
7755,Anekal,3,967.0,45.0
7757,other,2,850.0,35.5
7758,other,2,1100.0,32.0
7759,Thanisandra,3,1697.0,110.0
7760,Varthur,2,1250.0,47.0
7761,Gottigere,2,1120.0,50.0
7762,NRI Layout,4,1200.0,95.0
7765,Hebbal,2,1200.0,52.0
7767,Devarachikkanahalli,3,1417.0,76.0
7768,Thanisandra,3,1492.0,88.0
7769,Devanahalli,3,1498.0,79.15
7771,Kundalahalli,2,1010.0,48.27
7773,Channasandra,2,1050.0,35.0
7774,Hegde Nagar,3,1847.0,125.0
7775,other,2,1200.0,55.0
7776,Bellandur,2,982.0,37.28
7777,Hegde Nagar,3,2144.6,145.0
7778,Kengeri,2,750.0,36.5
7779,Electronic City,2,919.0,35.0
7780,Budigere,2,1087.0,54.3
7781,other,3,1480.0,74.0
7782,Tindlu,2,1180.0,52.0
7784,Jigani,3,1221.0,65.0
7786,Thanisandra,3,2072.0,122.0
7787,Whitefield,3,1600.0,69.0
7788,Sahakara Nagar,3,2200.0,98.0
7790,Kaikondrahalli,2,1253.0,81.5
7791,Hennur Road,2,1061.0,54.92
7792,Marathahalli,3,1950.0,115.0
7793,Marathahalli,2,1250.0,68.0
7794,Hennur Road,3,1585.0,80.0
7796,Kammasandra,2,1015.0,37.0
7798,Marathahalli,2,1125.0,56.8
7799,Electronic City Phase II,2,1116.0,40.0
7800,other,1,400.0,35.0
7803,Old Madras Road,2,1300.0,100.0
7804,Raja Rajeshwari Nagar,2,1419.0,60.42
7805,other,3,1310.0,55.0
7806,Thigalarapalya,3,2072.0,152.0
7807,Kaggadasapura,2,1240.0,58.58
7808,Chamrajpet,3,1565.0,98.91
7809,Budigere,3,1820.0,89.0
7810,Gubbalala,3,2500.0,88.0
7812,Hosa Road,2,1245.0,62.0
7813,GM Palaya,3,1315.0,65.0
7814,Kenchenahalli,3,1410.0,73.0
7815,Dasarahalli,2,1375.0,60.0
7816,Old Madras Road,2,1299.0,95.0
7817,other,2,993.0,45.5
7818,Bommasandra Industrial Area,2,1200.0,45.0
7819,other,2,985.0,156.0
7822,Hoodi,3,1655.0,131.0
7826,other,1,825.0,40.0
7827,Begur Road,3,1634.0,111.0
7829,Banaswadi,2,1222.0,80.0
7830,Gottigere,3,1500.0,63.0
7831,Akshaya Nagar,3,1890.0,100.0
7833,Hulimavu,2,850.0,39.5
7834,Whitefield,2,1295.0,78.5
7835,Sarjapur  Road,2,1320.0,100.0
7836,ISRO Layout,4,950.0,179.0
7838,2nd Stage Nagarbhavi,4,3000.0,170.0
7839,Harlur,2,1197.0,82.0
7840,other,3,1320.0,60.0
7842,Whitefield,1,840.0,57.6
7843,Whitefield,1,640.0,19.83
7844,Raja Rajeshwari Nagar,3,1693.0,71.38
7845,Kodihalli,2,1000.0,62.0
7846,Babusapalaya,2,1305.0,70.0
7847,Kodichikkanahalli,1,450.0,18.0
7848,CV Raman Nagar,1,705.0,57.0
7853,Whitefield,3,1991.0,104.0
7854,Battarahalli,3,1779.0,90.0
7856,Banaswadi,2,870.0,38.0
7857,Thanisandra,3,1595.0,120.0
7861,Iblur Village,3,2000.0,138.0
7862,Yelahanka,3,1614.0,93.0
7863,Gottigere,2,1200.0,40.0
7864,Electronic City Phase II,3,1150.0,46.0
7866,Sonnenahalli,3,1610.0,80.48
7867,Whitefield,2,1190.0,41.0
7868,other,2,1050.0,50.0
7870,7th Phase JP Nagar,3,1460.0,97.0
7872,other,1,600.0,33.0
7873,other,3,1569.0,70.0
7874,other,3,2600.0,147.0
7875,Electronics City Phase 1,1,645.0,42.5
7876,other,4,1200.0,180.0
7877,Nagarbhavi,3,800.0,95.0
7878,Mico Layout,2,800.0,80.0
7879,Marathahalli,2,1350.0,90.0
7881,other,3,1410.0,45.12
7882,Whitefield,2,1109.0,35.47
7884,other,1,800.0,72.0
7885,Bannerghatta Road,2,1215.0,68.0
7888,Varthur Road,2,1255.0,52.76
7889,other,2,1020.0,49.0
7890,other,3,1225.0,82.0
7891,Singasandra,2,1120.0,60.0
7893,Kasavanhalli,3,1225.0,69.0
7896,Sarjapur  Road,3,1984.0,145.0
7899,Bommasandra,2,1127.0,45.0
7900,Whitefield,3,1655.0,97.0
7902,Varthur,3,1200.0,68.38
7903,Kaggadasapura,2,1000.0,43.0
7904,CV Raman Nagar,2,1225.0,47.88
7905,Hormavu,2,1350.0,45.0
7907,Sahakara Nagar,2,1175.0,49.0
7908,other,1,655.0,27.0
7909,Hosa Road,3,1311.0,84.86
7910,Banashankari Stage VI,3,600.0,90.0
7911,CV Raman Nagar,2,1000.0,38.5
7912,other,2,1196.0,96.0
7913,Kanakpura Road,3,1050.0,59.0
7914,Somasundara Palya,3,1275.0,52.0
7915,other,2,927.0,50.0
7916,Varthur,3,1520.0,61.0
7918,Hebbal,2,1333.0,104.0
7919,other,1,600.0,18.0
7920,Abbigere,3,1326.0,34.8
7922,Koramangala,2,1370.0,125.0
7923,Koramangala,2,1100.0,85.0
7924,Haralur Road,3,1650.0,100.0
7925,Kasavanhalli,3,1917.0,132.0
7926,other,3,780.0,75.0
7927,Billekahalli,2,950.0,58.11
7928,other,2,1175.0,48.72
7929,8th Phase JP Nagar,2,1089.0,43.55
7930,Kalena Agrahara,3,1804.0,175.0
7931,Hoodi,2,1257.0,68.5
7932,Sarjapur,1,650.0,19.87
7933,Whitefield,3,1850.0,150.0
7935,Vidyaranyapura,2,945.0,40.0
7936,Koramangala,2,1161.0,63.85
7937,Banashankari Stage V,3,1630.0,51.35
7938,Jalahalli,3,1310.0,60.0
7939,other,2,750.0,28.0
7940,Whitefield,3,1200.0,67.77
7941,other,2,1000.0,45.0
7943,Nagavara,2,1315.0,70.0
7944,Sahakara Nagar,3,1370.0,90.0
7946,Bellandur,2,1465.0,90.0
7947,JP Nagar,3,20000.0,175.0
7949,Padmanabhanagar,3,1250.0,70.0
7951,Horamavu Agara,3,1284.0,75.0
7953,Kodigehalli,3,1820.0,150.0
7954,Haralur Road,3,1580.0,73.0
7955,Akshaya Nagar,3,2650.0,125.0
7957,Uttarahalli,2,1075.0,40.0
7958,R.T. Nagar,3,1400.0,78.0
7959,Subramanyapura,3,1400.0,55.0
7960,Bisuvanahalli,2,845.0,30.0
7961,Hegde Nagar,4,2600.0,40.0
7963,other,2,800.0,85.0
7965,Gunjur,2,1175.0,43.48
7967,Bellandur,3,1767.0,109.0
7968,Sarjapur  Road,4,1800.0,90.0
7970,R.T. Nagar,3,1200.0,140.0
7971,Rajaji Nagar,3,1613.0,150.0
7973,Whitefield,2,1290.0,90.0
7974,Kasavanhalli,2,1375.0,78.0
7975,other,2,985.0,57.0
7977,Singasandra,2,1099.0,37.5
7978,Electronic City,1,605.0,13.31
7981,Marathahalli,2,1200.0,53.0
7982,Hulimavu,2,1000.0,45.0
7983,Electronic City,3,1159.0,38.0
7985,other,2,600.0,80.0
7987,BTM Layout,3,1540.0,78.0
7988,other,3,1503.0,93.0
7989,Ambedkar Nagar,3,1850.0,120.0
7990,Uttarahalli,3,1580.0,60.0
7991,Mico Layout,2,1190.0,39.25
7992,other,2,1200.0,61.0
7994,Jakkur,2,850.0,19.9
7996,other,3,2500.0,60.0
7998,other,3,1500.0,52.0
8000,Thanisandra,3,1880.0,120.0
8001,Padmanabhanagar,2,1150.0,45.0
8006,other,4,750.0,95.0
8007,Karuna Nagar,3,1962.0,175.0
8009,other,3,1765.0,77.27
8010,Attibele,2,1174.0,29.35
8011,Bannerghatta Road,3,1894.0,115.0
8012,Ramamurthy Nagar,4,960.0,138.0
8013,Sector 7 HSR Layout,3,1760.0,142.0
8014,other,3,1768.0,95.0
8015,Kothanur,3,1790.0,97.0
8018,Kengeri,4,2540.0,160.0
8019,Mahadevpura,2,1137.0,53.4
8022,Mysore Road,3,1568.0,100.0
8024,AECS Layout,2,1308.0,60.0
8026,Bisuvanahalli,3,1200.0,41.0
8027,other,1,800.0,32.0
8028,Electronic City,1,530.0,13.5
8029,Bisuvanahalli,3,873.0,40.0
8032,Subramanyapura,2,958.0,33.53
8034,Talaghattapura,3,2273.0,159.0
8035,Banashankari Stage VI,3,600.0,90.0
8036,Thanisandra,1,760.0,50.0
8037,Dommasandra,2,1090.0,43.5
8040,Sarjapur  Road,3,1550.0,89.0
8041,Ramagondanahalli,2,1251.0,50.0
8042,Electronic City,2,1070.0,53.0
8043,Kalena Agrahara,2,1200.0,45.0
8044,CV Raman Nagar,3,1435.0,60.0
8045,Bommasandra,3,1400.0,45.0
8046,Judicial Layout,4,2330.0,94.71
8047,Thanisandra,2,1200.0,60.0
8048,Panathur,2,1000.0,40.0
8049,Bannerghatta Road,3,1655.0,62.89
8051,other,1,600.0,35.0
8052,Electronics City Phase 1,2,1175.0,50.0
8053,Uttarahalli,2,1155.0,40.43
8054,Magadi Road,3,1200.0,98.0
8055,Budigere,2,1149.0,65.0
8058,other,2,1010.0,55.0
8059,Hegde Nagar,3,1718.0,119.0
8060,other,2,650.0,20.0
8061,Banashankari,2,1330.0,77.0
8062,Hormavu,2,1200.0,68.0
8063,Bannerghatta Road,3,1693.0,89.0
8064,Koramangala,2,1249.0,165.0
8065,Thanisandra,3,1800.0,125.0
8066,Margondanahalli,2,900.0,55.0
8067,NGR Layout,2,1020.0,46.0
8068,Amruthahalli,3,1700.0,77.0
8069,Panathur,1,661.0,40.0
8070,Bannerghatta Road,2,1280.0,60.16
8072,Hosur Road,2,1170.0,48.0
8073,Thanisandra,1,933.0,58.0
8074,Sarjapur  Road,2,1150.0,44.0
8076,Rajaji Nagar,3,1380.0,130.0
8077,Banjara Layout,2,1050.0,64.8
8078,other,2,1080.0,37.8
8079,Harlur,2,1303.0,90.0
8080,Raja Rajeshwari Nagar,2,1196.0,40.54
8083,Bommanahalli,3,1250.0,41.0
8084,Akshaya Nagar,3,1419.0,87.0
8085,Banashankari,2,1200.0,49.0
8086,7th Phase JP Nagar,2,1120.0,65.0
8087,Electronics City Phase 1,1,762.5,45.4
8088,Electronics City Phase 1,2,1245.0,75.0
8090,Channasandra,2,1093.0,34.0
8091,Electronic City,2,1025.0,26.63
8092,Hebbal,2,1345.0,97.0
8093,other,2,1500.0,45.0
8094,Vijayanagar,2,1180.0,86.0
8096,other,3,1800.0,85.0
8098,other,3,2008.0,170.0
8099,Kothannur,3,1240.0,39.85
8100,CV Raman Nagar,2,1020.0,55.0
8101,other,3,2095.0,142.0
8102,Gunjur,3,1362.0,62.63
8103,Yelahanka,1,694.0,30.84
8104,Vittasandra,2,1404.0,70.0
8105,Electronic City Phase II,3,1192.0,47.0
8107,Mahalakshmi Layout,4,1050.0,35.0
8108,Vittasandra,2,1259.0,67.48
8109,Kengeri,2,1000.0,34.0
8110,Rachenahalli,2,985.0,49.97
8111,Indira Nagar,1,850.0,60.0
8112,Uttarahalli,3,1650.0,50.0
8114,Sarjapur  Road,3,1900.0,180.0
8115,Ambedkar Nagar,2,1367.0,86.0
8116,Rajaji Nagar,3,1210.0,81.0
8117,other,2,1190.0,48.6
8118,Sarjapur,2,1175.0,42.0
8120,Whitefield,2,1140.0,40.0
8121,Hoskote,2,1095.0,33.6
8122,Attibele,1,782.0,19.55
8123,Gubbalala,3,1435.0,80.0
8124,Choodasandra,2,725.0,36.0
8125,other,3,1600.0,88.0
8128,Vishwapriya Layout,4,720.0,95.0
8129,Nehru Nagar,3,1674.0,90.0
8130,other,4,860.0,125.0
8132,Kanakpura Road,3,1703.0,130.0
8133,Padmanabhanagar,3,1350.0,71.55
8134,Horamavu Agara,2,1145.0,41.21
8136,7th Phase JP Nagar,2,1100.0,60.0
8138,Kothanur,4,2700.0,175.0
8140,Kanakpura Road,3,1600.0,90.0
8143,Pai Layout,2,780.0,72.0
8145,Banashankari Stage II,2,1250.0,110.0
8147,Horamavu Agara,4,1250.0,100.0
8148,other,4,1350.0,160.0
8149,Laggere,1,620.0,48.0
8150,Raja Rajeshwari Nagar,3,1630.0,60.65
8151,Hennur Road,2,1020.0,45.0
8152,Hosakerehalli,3,1410.0,53.58
8153,Bhoganhalli,2,1181.7,100.0
8156,KR Puram,4,1200.0,83.0
8157,Banaswadi,2,1200.0,60.0
8158,Old Airport Road,2,1050.0,50.0
8160,Whitefield,2,1356.0,94.84
8161,Whitefield,2,1338.0,103.0
8162,other,1,500.0,20.0
8163,other,3,1280.0,100.0
